Unnamed: 0,ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN FLAG,HCN/CRN FLAG,WMO ID,geometry,x2,y2
89700,USC00047085,39.8053,-120.4719,1478.3,CA,PORTOLA,,,,POINT (-13410870.56289818 4837689.212938929),-13410870.562898176,4837689.212938929
89706,USC00047109,39.3619,-123.1286,310.3,CA,POTTER VALLEY POWERHOUSE,,,,POINT (-13706613.05408867 4773644.018302512),-13706613.054088665,4773644.018302512
89710,USC00047195,39.9367,-120.9475,1042.4,CA,QUINCY,,HCN,,POINT (-13463814.11271945 4856747.955200162),-13463814.112719454,4856747.955200162
89718,USC00047253,35.3692,-117.6525,1088.1,CA,RANDSBURG,,,,POINT (-13097016.39055562 4214167.82914213),-13097016.390555618,4214167.82914213
89731,USC00047339,37.4767,-122.2386,9.4,CA,REDWOOD CITY,,,,POINT (-13607538.70728265 4505762.560035696),-13607538.707282653,4505762.560035696
89735,USC00047414,37.9192,-122.3772,6.1,CA,RICHMOND,,,,POINT (-13622967.5887066 4568017.762480604),-13622967.588706598,4568017.762480604
89747,USC00047643,38.5067,-122.4714,68.6,CA,SAINT HELENA,,,,POINT (-13633453.88473932 4651254.900252501),-13633453.884739324,4651254.9002525015
89776,USC00047767,37.7281,-122.5053,2.4,CA,SAN FRANCISCO OCEANSIDE,,,,POINT (-13637227.61547722 4541086.348655206),-13637227.615477217,4541086.348655206
89783,USC00047813,33.7964,-116.9753,464.8,CA,SAN JACINTO,,,,POINT (-13021630.83139042 4001496.174184023),-13021630.831390416,4001496.1741840234
89790,USC00047851,35.3056,-120.6619,93.9,CA,SAN LUIS OBISPO POLY,,HCN,,POINT (-13432021.2661489 4205488.905864889),-13432021.266148897,4205488.905864889
89797,USC00047888,33.7442,-117.8667,41.1,CA,SANTA ANA FIRE STN,,,,POINT (-13120861.02548354 3994505.83556669),-13120861.025483537,3994505.8355666897
89801,USC00047902,34.4167,-119.6844,4.9,CA,SANTA BARBARA,,HCN,,POINT (-13323206.46389847 4084892.841425257),-13323206.463898472,4084892.8414252573
89805,USC00047916,36.9878,-121.9994,21.3,CA,SANTA CRUZ,,HCN,,POINT (-13580911.0850849 4437406.400984094),-13580911.085084898,4437406.400984094
89815,USC00047965,38.4558,-122.7133,50.6,CA,SANTA ROSA,,HCN,,POINT (-13660382.06956222 4644016.68249853),-13660382.069562217,4644016.68249853
89821,USC00048045,40.4833,-124.1039,41.5,CA,SCOTIA,,,,POINT (-13815182.95345934 4936424.68658982),-13815182.953459343,4936424.68658982
89831,USC00048135,40.7142,-122.4161,327.7,CA,SHASTA DAM,,,,POINT (-13627297.91689846 4970277.187667394),-13627297.916898455,4970277.187667394
89841,USC00048218,39.5833,-120.3706,1516.4,CA,SIERRAVILLE RS,,,,POINT (-13399593.89848082 4805572.060378866),-13399593.898480816,4805572.060378866
89862,USC00048351,38.2994,-122.4622,29.6,CA,SONOMA,,,,POINT (-13632429.74542402 4621807.758209317),-13632429.745424025,4621807.758209317
89863,USC00048353,37.9672,-120.3872,510.5,CA,SONORA,,,,POINT (-13401441.80202799 4574793.308571677),-13401441.802027985,4574793.308571677
89865,USC00048380,37.5122,-119.6331,1538.3,CA,SO ENTRANCE YOSEMITE NP,,,,POINT (-13317495.77402078 4510743.377748371),-13317495.774020776,4510743.377748371
89894,USC00048587,39.5861,-122.5342,243.8,CA,STONY GORGE RSVR,,,,POINT (-13640444.74876114 4805976.499558609),-13640444.748761142,4805976.499558609
89895,USC00048606,39.5631,-121.1078,1160.7,CA,STRAWBERRY VALLEY,,,,POINT (-13481658.62709362 4802654.804618169),-13481658.627093617,4802654.804618169
89903,USC00048702,40.4167,-120.6631,1283.8,CA,SUSANVILLE 2SW,,HCN,,POINT (-13432154.84953785 4926682.048283203),-13432154.849537848,4926682.048283203
89905,USC00048713,38.3772,-120.8008,483.4,CA,SUTTER HILL CDF,,,,POINT (-13447483.54342008 4632849.418843094),-13447483.543420082,4632849.418843094
89908,USC00048758,39.1678,-120.1428,1898.9,CA,TAHOE CITY,,HCN,,POINT (-13374235.31847811 4745736.063993333),-13374235.318478106,4745736.063993333
89914,USC00048839,35.0233,-118.7497,434.3,CA,TEJON RANCHO,,HCN,,POINT (-13219156.135854 4167047.971976653),-13219156.135853998,4167047.971976653
89922,USC00048917,36.465,-118.8619,347.5,CA,THREE RIVERS EDISON PH 1,,,,POINT (-13231646.18272101 4364794.744809249),-13231646.182721006,4364794.744809249
89930,USC00048999,37.6819,-121.3467,41.1,CA,TRACY CARBONA,,,,POINT (-13508252.85344413 4534585.900314866),-13508252.85344413,4534585.900314866
89931,USC00049001,37.7958,-121.5831,18.6,CA,TRACY PUMPING PLT,,,,POINT (-13534568.78106766 4550619.227476247),-13534568.781067662,4550619.227476247
89934,USC00049026,40.7264,-122.7947,567.2,CA,TRINITY RVR HATCHERY,,,,POINT (-13669443.47611279 4972069.102131302),-13669443.47611279,4972069.102131302
89935,USC00049035,35.7636,-117.3908,516.6,CA,TRONA,,,,POINT (-13067884.07981502 4268141.662197025),-13067884.079815019,4268141.6621970255
89942,USC00049053,41.96,-121.4744,1229.9,CA,TULELAKE,,,,POINT (-13522468.35241843 5154989.519990882),-13522468.35241843,5154989.519990882
89946,USC00049073,37.5006,-120.855,35.1,CA,TURLOCK #2,,,,POINT (-13453517.05982108 4509115.582503273),-13453517.059821079,4509115.582503273
89949,USC00049099,34.1281,-116.0369,602.0,CA,TWENTYNINE PALMS,,,,POINT (-12917168.62123001 4046015.723486491),-12917168.621230008,4046015.7234864915
89952,USC00049111,34.9881,-120.3211,177.4,CA,TWITCHELL DAM,,,,POINT (-13394083.58368655 4162264.099165882),-13394083.583686547,4162264.099165882
89958,USC00049152,34.0697,-118.4428,131.1,CA,U C L A,,,,POINT (-13184992.18412954 4038164.877324008),-13184992.184129544,4038164.877324008
89979,USC00049325,34.5292,-117.2928,877.8,CA,VICTORVILLE,,,,POINT (-13056974.76971728 4100083.944419682),-13056974.76971728,4100083.944419682
89982,USC00049367,36.3283,-119.2997,92.4,CA,VISALIA,,,,POINT (-13280381.8557903 4345889.485436716),-13280381.855790298,4345889.485436716
89984,USC00049378,33.2353,-117.2322,131.1,CA,VISTA,,,,POINT (-13050228.80857521 3926577.912636565),-13050228.808575207,3926577.912636565
89998,USC00049452,35.5892,-119.3519,88.7,CA,WASCO,,HCN,,POINT (-13286192.73320971 4244242.160542208),-13286192.733209709,4244242.160542208
90001,USC00049473,36.9308,-121.7692,29.0,CA,WATSONVILLE WTR WKS,,,,POINT (-13555285.33830429 4429465.58397218),-13555285.338304289,4429465.58397218
90004,USC00049490,40.7367,-122.9403,627.3,CA,WEAVERVILLE,,HCN,,POINT (-13685651.59397229 4973582.203703076),-13685651.59397229,4973582.203703076
90021,USC00049621,40.6117,-122.5281,394.7,CA,WHISKEYTOWN RSVR,,,,POINT (-13639765.6998673 4955235.11591919),-13639765.699867304,4955235.1159191895
90031,USC00049694,40.9467,-123.6364,141.4,CA,WILLOW CREEK 1 NW,,,,POINT (-13763141.09151349 5004483.101918418),-13763141.091513488,5004483.101918418
90032,USC00049699,39.5231,-122.3047,71.3,CA,WILLOWS 6 W,,HCN,,POINT (-13614896.92562409 4796880.566643091),-13614896.925624087,4796880.566643091
90035,USC00049742,38.5253,-121.9778,41.1,CA,WINTERS,,,,POINT (-13578506.58408376 4653901.183247193),-13578506.584083764,4653901.183247193
90039,USC00049781,38.6828,-121.7939,20.4,CA,WOODLAND 1 WNW,,,,POINT (-13558034.92972688 4676336.707862113),-13558034.929726882,4676336.707862113
90040,USC00049785,34.1819,-118.5744,240.8,CA,WOODLAND HILLS PIERCE COLLEGE,,,,POINT (-13199641.82911794 4053252.981989707),-13199641.829117937,4053252.981989707
90046,USC00049855,37.7503,-119.5897,1224.7,CA,YOSEMITE PARK HQ,,HCN,,POINT (-13312664.50812035 4544211.383088214),-13312664.508120349,4544211.383088214
90048,USC00049866,41.7036,-122.6408,800.1,CA,YREKA,,HCN,,POINT (-13652311.40647971 5116683.049031215),-13652311.406479707,5116683.049031215
112350,USS0019L03S,38.85,-119.94,2370.1,CA,Hagan's Meadow,,,,POINT (-13351659.72574523 4700208.078504527),-13351659.72574523,4700208.078504527
112351,USS0019L05S,38.61,-119.92,2455.8,CA,Blue Lakes,,,,POINT (-13349433.33592937 4665960.389353916),-13349433.335929366,4665960.389353916
112352,USS0019L06S,38.51,-119.63,2357.9,CA,Poison Flat,,,,POINT (-13317150.68359932 4651724.352187182),-13317150.683599316,4651724.352187182
112353,USS0019L07S,38.31,-119.6,2690.5,CA,Sonora Pass,,,,POINT (-13313811.09887552 4623311.45162237),-13313811.098875517,4623311.45162237
112354,USS0019L08S,38.3,-119.55,2194.0,CA,Leavitt Meadows,,,,POINT (-13308245.12433586 4621892.867064265),-13308245.124335855,4621892.867064265
112355,USS0019L13S,38.07,-119.23,2878.8,CA,Virginia Lakes Ridge,,,,POINT (-13272622.88728201 4589319.190104537),-13272622.887282008,4589319.190104537
112356,USS0019L17S,38.44,-119.37,2814.2,CA,Lobdell Lake,,,,POINT (-13288207.61599307 4641770.887565957),-13288207.615993066,4641770.887565957
112357,USS0019L19S,38.55,-119.8,2671.6,CA,Ebbetts Pass,,,,POINT (-13336074.99703417 4657416.39068228),-13336074.997034173,4657416.39068228
112358,USS0019L24S,38.92,-119.92,2615.8,CA,Heavenly Valley,,,,POINT (-13349433.33592937 4710218.728772325),-13349433.335929366,4710218.7287723245
112359,USS0019L38S,38.28,-119.61,2931.3,CA,Leavitt Lake,,,,POINT (-13314924.29378345 4619056.284414271),-13314924.29378345,4619056.284414271
112360,USS0019L39S,38.67,-119.82,1863.9,CA,Spratt Creek,,,,POINT (-13338301.38685004 4674511.536073701),-13338301.386850039,4674511.5360737005
112361,USS0019L40S,38.67,-119.61,2532.9,CA,Monitor Pass,,,,POINT (-13314924.29378345 4674511.536073701),-13314924.29378345,4674511.5360737005
112389,USS0020H06S,41.58,-120.3,2142.7,CA,Cedar Pass,,,,POINT (-13391734.74243081 5098271.638727024),-13391734.74243081,5098271.638727024
112390,USS0020H12S,41.99,-120.18,2243.3,CA,Dismal Swamp,,,,POINT (-13378376.40353562 5159481.610228956),-13378376.403535618,5159481.610228956
112391,USS0020H13S,41.24,-120.79,1886.7,CA,Adin Mtn,,,,POINT (-13446281.29291952 5047806.3201335),-13446281.292919517,5047806.3201335
112392,USS0020K03S,39.49,-120.28,1967.8,CA,Independence Creek,,,,POINT (-13389508.35261494 4792104.898997974),-13389508.352614945,4792104.898997974
112393,USS0020K04S,39.45,-120.29,2134.5,CA,Independence Camp,,,,POINT (-13390621.54752288 4786336.732114594),-13390621.547522878,4786336.732114594
112395,USS0020K13S,39.3,-120.18,1983.9,CA,Truckee #2,,,,POINT (-13378376.40353562 4764735.556168864),-13378376.403535618,4764735.556168864
112396,USS0020K25S,39.14,-120.22,2028.4,CA,Ward Creek #3,,,,POINT (-13382829.18316735 4741745.257527567),-13382829.18316735,4741745.257527567
112397,USS0020K27S,39.17,-120.15,2071.7,CA,Tahoe City Cross,,,,POINT (-13375036.81881182 4746051.950550569),-13375036.81881182,4746051.950550569
112398,USS0020K30S,39.19,-120.26,2447.2,CA,Squaw Valley G.C.,,,,POINT (-13387281.96279908 4748924.099920091),-13387281.96279908,4748924.099920091
112399,USS0020K31S,39.33,-120.37,2089.4,CA,Css Lab,,,,POINT (-13399527.10678634 4769052.081268335),-13399527.106786342,4769052.081268335
112400,USS0020L02S,39.0,-120.13,2343.6,CA,Rubicon #2,,,,POINT (-13372810.42899595 4721671.572580107),-13372810.428995954,4721671.572580107
112401,USS0020L06S,38.85,-120.08,2337.8,CA,Echo Peak,,,,POINT (-13367244.45445629 4700208.078504527),-13367244.454456292,4700208.078504527
112402,USS0020L10S,38.93,-120.05,1900.7,CA,Fallen Leaf,,,,POINT (-13363904.86973249 4711649.627439852),-13363904.86973249,4711649.627439852
112612,USW00003104,33.6267,-116.1594,-36.0,CA,DESERT RESORTS RGNL AP,,,,POINT (-12930805.25885218 3978786.423038361),-12930805.258852182,3978786.423038361
112614,USW00003122,33.8017,-118.3411,27.4,CA,TORRANCE AP,,,,POINT (-13173670.99191586 4002206.159478315),-13173670.991915865,4002206.159478315
112619,USW00003144,32.8342,-115.5786,-17.7,CA,IMPERIAL CO AP,,,,POINT (-12866150.89859945 3873317.408194784),-12866150.898599448,3873317.4081947836
112622,USW00003159,34.7411,-118.2117,712.6,CA,LANCASTER WM J FOX FLD,,,,POINT (-13159266.24980722 4128753.092051837),-13159266.249807218,4128753.0920518367
113366,USW00023110,36.3333,-119.95,70.7,CA,LEMOORE REEVES NAS,,,74702.0,POINT (-13352772.92065316 4346580.387371848),-13352772.920653164,4346580.387371848
113371,USW00023119,33.9,-117.25,462.1,CA,MARCH AFB,,,72286.0,POINT (-13052210.29551133 4015382.36007316),-13052210.295511328,4015382.36007316
113373,USW00023129,33.8117,-118.1464,9.4,CA,LONG BEACH DAUGHERTY FLD,,,72297.0,POINT (-13151997.08705842 4003545.874129954),-13151997.087058416,4003545.8741299543
113374,USW00023130,34.2097,-118.4892,234.7,CA,VAN NUYS AP,,,,POINT (-13190157.40850235 4056994.488979721),-13190157.408502351,4056994.4889797214
113376,USW00023136,34.2167,-119.0833,23.5,CA,CAMARILLO AP,,,,POINT (-13256292.31798263 4057936.78952981),-13256292.317982633,4057936.78952981
113381,USW00023155,35.4344,-119.0542,149.0,CA,BAKERSFIELD AP,,,72384.0,POINT (-13253052.92080055 4223072.19196228),-13253052.92080055,4223072.19196228
113383,USW00023157,37.3711,-118.3581,1250.3,CA,BISHOP AP,,,72480.0,POINT (-13175563.42325935 4490960.348694345),-13175563.423259351,4490960.348694345
113384,USW00023158,33.6186,-114.7142,120.4,CA,BLYTHE AP,,,,POINT (-12769926.33075774 3977703.577755984),-12769926.330757743,3977703.577755984
113387,USW00023161,34.8536,-116.7858,584.3,CA,BARSTOW DAGGETT AP,,,,POINT (-13000535.78788509 4144003.723708666),-13000535.787885088,4144003.723708666
113395,USW00023174,33.9381,-118.3889,29.6,CA,LOS ANGELES INTL AP,,,72295.0,POINT (-13178992.06357579 4020493.393800045),-13178992.063575787,4020493.393800045
113399,USW00023179,34.7675,-114.6189,271.3,CA,NEEDLES AP,,HCN,,POINT (-12759317.58328514 4132330.039149643),-12759317.583285144,4132330.0391496434
113402,USW00023182,34.6294,-118.0836,769.3,CA,PALMDALE AP,,,72382.0,POINT (-13145006.2230366 4113631.441046765),-13145006.223036598,4113631.441046765
113406,USW00023187,34.7436,-118.7242,1374.6,CA,SANDBERG,,,72383.0,POINT (-13216317.48883877 4129091.769093959),-13216317.488838768,4129091.7690939587
113407,USW00023188,32.7336,-117.1831,4.6,CA,SAN DIEGO LINDBERGH FLD,GSN,,72290.0,POINT (-13044763.02157726 3859996.969126362),-13044763.021577256,3859996.9691263624
113408,USW00023190,34.4258,-119.8425,2.7,CA,SANTA BARBARA MUNI AP,,,72392.0,POINT (-13340806.07539289 4086120.872183657),-13340806.075392889,4086120.872183657
113409,USW00023191,33.405,-118.4158,488.3,CA,AVALON CATALINA AP,,,72292.0,POINT (-13181986.55787812 3949185.151533319),-13181986.557878124,3949185.151533319
113414,USW00023199,32.8167,-115.6833,-12.8,CA,EL CENTRO NAF,,,72281.0,POINT (-12877806.0492855 3870999.151551815),-12877806.049285505,3870999.1515518147
113421,USW00023225,39.2775,-120.7103,1608.1,CA,BLUE CANYON AP,,,,POINT (-13437409.12950329 4761499.376227754),-13437409.129503291,4761499.376227754
113423,USW00023230,37.7214,-122.2208,1.8,CA,OAKLAND METRO INTL AP,,,72493.0,POINT (-13605557.22034653 4540143.391677872),-13605557.220346529,4540143.391677872
113424,USW00023232,38.5069,-121.495,4.6,CA,SACRAMENTO EXECUTIVE AP,,,72483.0,POINT (-13524761.53392877 4651283.351272498),-13524761.533928772,4651283.351272498
113425,USW00023233,36.6636,-121.6081,22.6,CA,SALINAS MUNICIPAL AP,,,72593.0,POINT (-13537351.76833749 4392320.12073346),-13537351.76833749,4392320.12073346
113426,USW00023234,37.6197,-122.3647,2.4,CA,SAN FRANCISCO INTL AP,,,72494.0,POINT (-13621576.09507168 4525840.605198396),-13621576.095071683,4525840.605198396
113427,USW00023237,37.8892,-121.2258,7.9,CA,STOCKTON METRO AP,,,72492.0,POINT (-13494794.32700722 4563785.291610613),-13494794.327007223,4563785.2916106125
113439,USW00023258,37.6242,-120.9506,22.3,CA,MODESTO CITY CO AP,,,,POINT (-13464159.20314091 4526473.057715436),-13464159.203140913,4526473.0577154355
113440,USW00023259,36.5881,-121.8453,50.3,CA,MONTEREY PENINSUL AP,,,,POINT (-13563756.75155365 4381847.702028962),-13563756.751553655,4381847.702028962
113441,USW00023271,38.5556,-121.4169,11.6,CA,SACRAMENTO 5 ESE,,,,POINT (-13516067.48169782 4658213.528689574),-13516067.481697818,4658213.5286895735
113442,USW00023272,37.7706,-122.4269,45.7,CA,SAN FRANCISCO DWTN,,,,POINT (-13628500.16739902 4547069.780329773),-13628500.167399025,4547069.780329773
113443,USW00023273,34.8994,-120.4486,73.8,CA,SANTA MARIA PUBLIC AP,,,72394.0,POINT (-13408276.81876269 4150218.395827655),-13408276.81876269,4150218.3958276547
113444,USW00023275,39.1258,-123.2008,183.2,CA,UKIAH MUNI AP,,,,POINT (-13714650.32132394 4739707.396104485),-13714650.321323939,4739707.396104485
113548,USW00024213,40.8097,-124.1603,6.1,CA,EUREKA WFO WOODLEY ISLAND,GSN,HCN,72594.0,POINT (-13821461.37274008 4984312.84896692),-13821461.372740084,4984312.84896692
113551,USW00024216,40.1519,-122.2536,107.6,CA,RED BLUFF MUNI AP,,,72591.0,POINT (-13609208.49964455 4888040.588323088),-13609208.499644551,4888040.588323088
113589,USW00024257,40.5175,-122.2986,151.5,CA,REDDING MUNI AP,,HCN,72592.0,POINT (-13614217.87673024 4941431.419304938),-13614217.876730245,4941431.419304938
113590,USW00024259,41.7806,-122.4717,803.1,CA,MONTAGUE SISKIYOU CO AP,,,,POINT (-13633487.28058656 5128170.835506541),-13633487.280586561,5128170.835506541
113596,USW00024286,41.7803,-124.2367,17.1,CA,CRESCENT CITY MCNAMARA AP,,,,POINT (-13829966.18183669 5128126.051148705),-13829966.181836693,5128126.051148705
113966,USW00093104,35.6875,-117.6931,679.7,CA,CHINA LAKE NAF,,,74612.0,POINT (-13101535.96188183 4257706.613977251),-13101535.961881826,4257706.613977251
113969,USW00093107,32.8667,-117.1333,145.4,CA,SAN DIEGO MIRAMAR NAS,,,72293.0,POINT (-13039219.31093575 3877623.954614928),-13039219.310935752,3877623.9546149275
113972,USW00093111,34.1167,-119.1167,4.0,CA,POINT MUGU NF,,,72391.0,POINT (-13260010.38897513 4044482.769616076),-13260010.38897513,4044482.769616076
113973,USW00093112,32.7,-117.2,7.9,CA,NORTH ISLAND NAS,,,,POINT (-13046644.32097166 3855551.346507941),-13046644.320971664,3855551.3465079414
113985,USW00093134,34.0511,-118.2353,70.1,CA,LOS ANGELES DWTN USC CAMPUS,,,,POINT (-13161893.38978994 4035665.573216544),-13161893.389789937,4035665.5732165435
113993,USW00093193,36.78,-119.7194,101.5,CA,FRESNO YOSEMITE INTL AP,GSN,HCN,72389.0,POINT (-13327102.64607624 4408485.82782968),-13327102.646076236,4408485.82782968
113998,USW00093209,35.6697,-120.6283,246.9,CA,PASO ROBLES MUNI AP,,,,POINT (-13428280.93125824 4255267.264622658),-13428280.931258243,4255267.264622658
114012,USW00093230,38.8983,-119.9947,1924.5,CA,SOUTH LAKE TAHOE AP,,,,POINT (-13357748.90189162 4707114.372072488),-13357748.901891625,4707114.372072488
