GRID_ID,GRID_ID_adj,multiplier
49.0,50.0,1.0
49.0,65.0,1.0
49.0,35.0,1.0
49.0,48.0,1.0
49.0,63.0,1.0
49.0,64.0,1.0
49.0,37.0,1.0
49.0,36.0,1.0
50.0,49.0,1.0
50.0,65.0,1.0
50.0,38.0,1.0
50.0,51.0,1.0
50.0,66.0,1.0
50.0,64.0,1.0
50.0,37.0,1.0
50.0,36.0,1.0
65.0,49.0,1.3333333333333333
65.0,50.0,1.3333333333333333
65.0,51.0,1.3333333333333333
65.0,66.0,1.3333333333333333
65.0,82.0,1.3333333333333333
65.0,64.0,1.3333333333333333
39.0,40.0,1.0
39.0,52.0,1.0
39.0,53.0,1.0
39.0,28.0,1.0
39.0,29.0,1.0
39.0,38.0,1.0
39.0,51.0,1.0
39.0,27.0,1.0
40.0,39.0,1.0
40.0,52.0,1.0
40.0,53.0,1.0
40.0,28.0,1.0
40.0,29.0,1.0
40.0,30.0,1.0
40.0,41.0,1.0
40.0,54.0,1.0
52.0,39.0,1.0
52.0,40.0,1.0
52.0,53.0,1.0
52.0,67.0,1.0
52.0,68.0,1.0
52.0,38.0,1.0
52.0,51.0,1.0
52.0,66.0,1.0
53.0,39.0,1.0
53.0,40.0,1.0
53.0,52.0,1.0
53.0,67.0,1.0
53.0,68.0,1.0
53.0,69.0,1.0
53.0,41.0,1.0
53.0,54.0,1.0
59.0,74.0,2.0
59.0,75.0,2.0
59.0,73.0,2.0
59.0,58.0,2.0
74.0,59.0,1.1428571428571428
74.0,75.0,1.1428571428571428
74.0,90.0,1.1428571428571428
74.0,91.0,1.1428571428571428
74.0,73.0,1.1428571428571428
74.0,89.0,1.1428571428571428
74.0,58.0,1.1428571428571428
75.0,59.0,1.3333333333333333
75.0,74.0,1.3333333333333333
75.0,76.0,1.3333333333333333
75.0,90.0,1.3333333333333333
75.0,91.0,1.3333333333333333
75.0,92.0,1.3333333333333333
76.0,75.0,2.6666666666666665
76.0,91.0,2.6666666666666665
76.0,92.0,2.6666666666666665
90.0,74.0,1.0
90.0,75.0,1.0
90.0,91.0,1.0
90.0,101.0,1.0
90.0,102.0,1.0
90.0,73.0,1.0
90.0,89.0,1.0
90.0,100.0,1.0
91.0,74.0,1.0
91.0,75.0,1.0
91.0,76.0,1.0
91.0,90.0,1.0
91.0,92.0,1.0
91.0,101.0,1.0
91.0,102.0,1.0
91.0,103.0,1.0
92.0,75.0,1.3333333333333333
92.0,76.0,1.3333333333333333
92.0,91.0,1.3333333333333333
92.0,93.0,1.3333333333333333
92.0,102.0,1.3333333333333333
92.0,103.0,1.3333333333333333
67.0,52.0,1.0
67.0,53.0,1.0
67.0,68.0,1.0
67.0,51.0,1.0
67.0,66.0,1.0
67.0,82.0,1.0
67.0,84.0,1.0
67.0,83.0,1.0
68.0,52.0,1.0
68.0,53.0,1.0
68.0,67.0,1.0
68.0,69.0,1.0
68.0,84.0,1.0
68.0,85.0,1.0
68.0,83.0,1.0
68.0,54.0,1.0
93.0,92.0,8.0
101.0,90.0,1.0
101.0,91.0,1.0
101.0,102.0,1.0
101.0,112.0,1.0
101.0,111.0,1.0
101.0,89.0,1.0
101.0,100.0,1.0
101.0,110.0,1.0
102.0,90.0,1.0
102.0,91.0,1.0
102.0,92.0,1.0
102.0,101.0,1.0
102.0,103.0,1.0
102.0,112.0,1.0
102.0,111.0,1.0
102.0,113.0,1.0
103.0,91.0,1.6
103.0,92.0,1.6
103.0,102.0,1.6
103.0,112.0,1.6
103.0,113.0,1.6
112.0,101.0,1.0
112.0,102.0,1.0
112.0,103.0,1.0
112.0,111.0,1.0
112.0,113.0,1.0
112.0,121.0,1.0
112.0,122.0,1.0
112.0,123.0,1.0
111.0,101.0,1.0
111.0,102.0,1.0
111.0,112.0,1.0
111.0,121.0,1.0
111.0,122.0,1.0
111.0,120.0,1.0
111.0,100.0,1.0
111.0,110.0,1.0
113.0,102.0,1.1428571428571428
113.0,103.0,1.1428571428571428
113.0,112.0,1.1428571428571428
113.0,114.0,1.1428571428571428
113.0,122.0,1.1428571428571428
113.0,123.0,1.1428571428571428
113.0,124.0,1.1428571428571428
114.0,113.0,2.0
114.0,115.0,2.0
114.0,123.0,2.0
114.0,124.0,2.0
115.0,114.0,8.0
121.0,112.0,1.0
121.0,111.0,1.0
121.0,122.0,1.0
121.0,120.0,1.0
121.0,128.0,1.0
121.0,129.0,1.0
121.0,130.0,1.0
121.0,110.0,1.0
122.0,112.0,1.0
122.0,111.0,1.0
122.0,113.0,1.0
122.0,121.0,1.0
122.0,123.0,1.0
122.0,129.0,1.0
122.0,130.0,1.0
122.0,131.0,1.0
123.0,112.0,1.0
123.0,113.0,1.0
123.0,114.0,1.0
123.0,122.0,1.0
123.0,124.0,1.0
123.0,132.0,1.0
123.0,130.0,1.0
123.0,131.0,1.0
11.0,12.0,1.6
11.0,18.0,1.6
11.0,19.0,1.6
11.0,10.0,1.6
11.0,17.0,1.6
12.0,11.0,2.0
12.0,18.0,2.0
12.0,19.0,2.0
12.0,20.0,2.0
18.0,11.0,1.0
18.0,12.0,1.0
18.0,19.0,1.0
18.0,28.0,1.0
18.0,27.0,1.0
18.0,10.0,1.0
18.0,17.0,1.0
18.0,26.0,1.0
19.0,11.0,1.1428571428571428
19.0,12.0,1.1428571428571428
19.0,18.0,1.1428571428571428
19.0,20.0,1.1428571428571428
19.0,28.0,1.1428571428571428
19.0,29.0,1.1428571428571428
19.0,27.0,1.1428571428571428
20.0,12.0,1.6
20.0,19.0,1.6
20.0,28.0,1.6
20.0,29.0,1.6
20.0,30.0,1.6
28.0,39.0,1.0
28.0,40.0,1.0
28.0,18.0,1.0
28.0,19.0,1.0
28.0,20.0,1.0
28.0,29.0,1.0
28.0,38.0,1.0
28.0,27.0,1.0
29.0,39.0,1.1428571428571428
29.0,40.0,1.1428571428571428
29.0,19.0,1.1428571428571428
29.0,20.0,1.1428571428571428
29.0,28.0,1.1428571428571428
29.0,30.0,1.1428571428571428
29.0,41.0,1.1428571428571428
72.0,87.0,1.0
72.0,88.0,1.0
72.0,56.0,1.0
72.0,57.0,1.0
72.0,71.0,1.0
72.0,73.0,1.0
72.0,89.0,1.0
72.0,58.0,1.0
87.0,72.0,1.0
87.0,88.0,1.0
87.0,70.0,1.0
87.0,86.0,1.0
87.0,71.0,1.0
87.0,99.0,1.0
87.0,97.0,1.0
87.0,98.0,1.0
88.0,72.0,1.0
88.0,87.0,1.0
88.0,71.0,1.0
88.0,73.0,1.0
88.0,89.0,1.0
88.0,99.0,1.0
88.0,100.0,1.0
88.0,98.0,1.0
124.0,113.0,1.6
124.0,114.0,1.6
124.0,123.0,1.6
124.0,132.0,1.6
124.0,131.0,1.6
132.0,123.0,1.1428571428571428
132.0,124.0,1.1428571428571428
132.0,133.0,1.1428571428571428
132.0,141.0,1.1428571428571428
132.0,142.0,1.1428571428571428
132.0,131.0,1.1428571428571428
132.0,140.0,1.1428571428571428
133.0,132.0,2.6666666666666665
133.0,141.0,2.6666666666666665
133.0,142.0,2.6666666666666665
141.0,132.0,1.6
141.0,133.0,1.6
141.0,142.0,1.6
141.0,131.0,1.6
141.0,140.0,1.6
142.0,132.0,2.6666666666666665
142.0,133.0,2.6666666666666665
142.0,141.0,2.6666666666666665
38.0,50.0,1.0
38.0,39.0,1.0
38.0,52.0,1.0
38.0,28.0,1.0
38.0,51.0,1.0
38.0,27.0,1.0
38.0,37.0,1.0
38.0,26.0,1.0
51.0,50.0,1.0
51.0,65.0,1.0
51.0,39.0,1.0
51.0,52.0,1.0
51.0,67.0,1.0
51.0,38.0,1.0
51.0,66.0,1.0
51.0,37.0,1.0
66.0,50.0,1.1428571428571428
66.0,65.0,1.1428571428571428
66.0,52.0,1.1428571428571428
66.0,67.0,1.1428571428571428
66.0,51.0,1.1428571428571428
66.0,82.0,1.1428571428571428
66.0,83.0,1.1428571428571428
82.0,65.0,1.6
82.0,67.0,1.6
82.0,66.0,1.6
82.0,83.0,1.6
82.0,94.0,1.6
30.0,40.0,1.3333333333333333
30.0,20.0,1.3333333333333333
30.0,29.0,1.3333333333333333
30.0,31.0,1.3333333333333333
30.0,42.0,1.3333333333333333
30.0,41.0,1.3333333333333333
69.0,53.0,1.0
69.0,68.0,1.0
69.0,70.0,1.0
69.0,84.0,1.0
69.0,85.0,1.0
69.0,86.0,1.0
69.0,55.0,1.0
69.0,54.0,1.0
70.0,87.0,1.0
70.0,69.0,1.0
70.0,85.0,1.0
70.0,86.0,1.0
70.0,56.0,1.0
70.0,71.0,1.0
70.0,55.0,1.0
70.0,54.0,1.0
84.0,67.0,1.0
84.0,68.0,1.0
84.0,69.0,1.0
84.0,85.0,1.0
84.0,95.0,1.0
84.0,96.0,1.0
84.0,83.0,1.0
84.0,94.0,1.0
85.0,68.0,1.0
85.0,69.0,1.0
85.0,70.0,1.0
85.0,84.0,1.0
85.0,86.0,1.0
85.0,95.0,1.0
85.0,96.0,1.0
85.0,97.0,1.0
86.0,87.0,1.0
86.0,69.0,1.0
86.0,70.0,1.0
86.0,85.0,1.0
86.0,96.0,1.0
86.0,71.0,1.0
86.0,97.0,1.0
86.0,98.0,1.0
95.0,84.0,1.1428571428571428
95.0,85.0,1.1428571428571428
95.0,96.0,1.1428571428571428
95.0,106.0,1.1428571428571428
95.0,83.0,1.1428571428571428
95.0,94.0,1.1428571428571428
95.0,105.0,1.1428571428571428
96.0,84.0,1.0
96.0,85.0,1.0
96.0,86.0,1.0
96.0,95.0,1.0
96.0,106.0,1.0
96.0,107.0,1.0
96.0,105.0,1.0
96.0,97.0,1.0
34.0,35.0,1.0
34.0,47.0,1.0
34.0,48.0,1.0
34.0,23.0,1.0
34.0,24.0,1.0
34.0,22.0,1.0
34.0,33.0,1.0
34.0,46.0,1.0
35.0,49.0,1.0
35.0,34.0,1.0
35.0,47.0,1.0
35.0,48.0,1.0
35.0,23.0,1.0
35.0,24.0,1.0
35.0,25.0,1.0
35.0,36.0,1.0
47.0,34.0,1.0
47.0,35.0,1.0
47.0,48.0,1.0
47.0,62.0,1.0
47.0,63.0,1.0
47.0,33.0,1.0
47.0,46.0,1.0
47.0,61.0,1.0
48.0,49.0,1.0
48.0,34.0,1.0
48.0,35.0,1.0
48.0,47.0,1.0
48.0,62.0,1.0
48.0,63.0,1.0
48.0,64.0,1.0
48.0,36.0,1.0
62.0,47.0,1.6
62.0,48.0,1.6
62.0,63.0,1.6
62.0,46.0,1.6
62.0,61.0,1.6
63.0,49.0,1.6
63.0,47.0,1.6
63.0,48.0,1.6
63.0,62.0,1.6
63.0,64.0,1.6
64.0,49.0,1.6
64.0,50.0,1.6
64.0,65.0,1.6
64.0,48.0,1.6
64.0,63.0,1.6
27.0,39.0,1.0
27.0,18.0,1.0
27.0,19.0,1.0
27.0,28.0,1.0
27.0,38.0,1.0
27.0,17.0,1.0
27.0,37.0,1.0
27.0,26.0,1.0
14.0,15.0,1.0
14.0,23.0,1.0
14.0,24.0,1.0
14.0,7.0,1.0
14.0,8.0,1.0
14.0,13.0,1.0
14.0,22.0,1.0
14.0,6.0,1.0
15.0,14.0,1.0
15.0,23.0,1.0
15.0,24.0,1.0
15.0,7.0,1.0
15.0,8.0,1.0
15.0,9.0,1.0
15.0,16.0,1.0
15.0,25.0,1.0
23.0,34.0,1.0
23.0,35.0,1.0
23.0,14.0,1.0
23.0,15.0,1.0
23.0,24.0,1.0
23.0,13.0,1.0
23.0,22.0,1.0
23.0,33.0,1.0
24.0,34.0,1.0
24.0,35.0,1.0
24.0,14.0,1.0
24.0,15.0,1.0
24.0,23.0,1.0
24.0,16.0,1.0
24.0,25.0,1.0
24.0,36.0,1.0
31.0,30.0,2.0
31.0,42.0,2.0
31.0,43.0,2.0
31.0,41.0,2.0
42.0,30.0,1.1428571428571428
42.0,31.0,1.1428571428571428
42.0,43.0,1.1428571428571428
42.0,56.0,1.1428571428571428
42.0,41.0,1.1428571428571428
42.0,55.0,1.1428571428571428
42.0,54.0,1.1428571428571428
43.0,31.0,1.3333333333333333
43.0,42.0,1.3333333333333333
43.0,44.0,1.3333333333333333
43.0,56.0,1.3333333333333333
43.0,57.0,1.3333333333333333
43.0,55.0,1.3333333333333333
44.0,43.0,2.0
44.0,56.0,2.0
44.0,57.0,2.0
44.0,58.0,2.0
56.0,72.0,1.0
56.0,70.0,1.0
56.0,42.0,1.0
56.0,43.0,1.0
56.0,44.0,1.0
56.0,57.0,1.0
56.0,71.0,1.0
56.0,55.0,1.0
57.0,72.0,1.1428571428571428
57.0,43.0,1.1428571428571428
57.0,44.0,1.1428571428571428
57.0,56.0,1.1428571428571428
57.0,71.0,1.1428571428571428
57.0,73.0,1.1428571428571428
57.0,58.0,1.1428571428571428
71.0,72.0,1.0
71.0,87.0,1.0
71.0,88.0,1.0
71.0,70.0,1.0
71.0,86.0,1.0
71.0,56.0,1.0
71.0,57.0,1.0
71.0,55.0,1.0
7.0,14.0,1.0
7.0,15.0,1.0
7.0,8.0,1.0
7.0,13.0,1.0
7.0,0.0,1.0
7.0,1.0,1.0
7.0,2.0,1.0
7.0,6.0,1.0
8.0,14.0,1.0
8.0,15.0,1.0
8.0,7.0,1.0
8.0,9.0,1.0
8.0,16.0,1.0
8.0,3.0,1.0
8.0,1.0,1.0
8.0,2.0,1.0
9.0,15.0,1.1428571428571428
9.0,8.0,1.1428571428571428
9.0,16.0,1.1428571428571428
9.0,3.0,1.1428571428571428
9.0,10.0,1.1428571428571428
9.0,17.0,1.1428571428571428
9.0,2.0,1.1428571428571428
13.0,14.0,1.6
13.0,23.0,1.6
13.0,7.0,1.6
13.0,22.0,1.6
13.0,6.0,1.6
16.0,15.0,1.0
16.0,24.0,1.0
16.0,8.0,1.0
16.0,9.0,1.0
16.0,10.0,1.0
16.0,17.0,1.0
16.0,26.0,1.0
16.0,25.0,1.0
22.0,34.0,1.6
22.0,14.0,1.6
22.0,23.0,1.6
22.0,13.0,1.6
22.0,33.0,1.6
3.0,8.0,2.0
3.0,9.0,2.0
3.0,10.0,2.0
3.0,2.0,2.0
10.0,11.0,1.3333333333333333
10.0,18.0,1.3333333333333333
10.0,9.0,1.3333333333333333
10.0,16.0,1.3333333333333333
10.0,3.0,1.3333333333333333
10.0,17.0,1.3333333333333333
17.0,11.0,1.0
17.0,18.0,1.0
17.0,27.0,1.0
17.0,9.0,1.0
17.0,16.0,1.0
17.0,10.0,1.0
17.0,26.0,1.0
17.0,25.0,1.0
106.0,95.0,1.1428571428571428
106.0,96.0,1.1428571428571428
106.0,107.0,1.1428571428571428
106.0,116.0,1.1428571428571428
106.0,117.0,1.1428571428571428
106.0,105.0,1.1428571428571428
106.0,97.0,1.1428571428571428
107.0,96.0,1.0
107.0,106.0,1.0
107.0,108.0,1.0
107.0,116.0,1.0
107.0,117.0,1.0
107.0,118.0,1.0
107.0,97.0,1.0
107.0,98.0,1.0
108.0,107.0,1.0
108.0,109.0,1.0
108.0,117.0,1.0
108.0,118.0,1.0
108.0,119.0,1.0
108.0,99.0,1.0
108.0,97.0,1.0
108.0,98.0,1.0
109.0,108.0,1.0
109.0,118.0,1.0
109.0,119.0,1.0
109.0,120.0,1.0
109.0,99.0,1.0
109.0,100.0,1.0
109.0,110.0,1.0
109.0,98.0,1.0
116.0,106.0,1.6
116.0,107.0,1.6
116.0,117.0,1.6
116.0,125.0,1.6
116.0,105.0,1.6
117.0,106.0,1.1428571428571428
117.0,107.0,1.1428571428571428
117.0,108.0,1.1428571428571428
117.0,116.0,1.1428571428571428
117.0,118.0,1.1428571428571428
117.0,125.0,1.1428571428571428
117.0,126.0,1.1428571428571428
118.0,107.0,1.0
118.0,108.0,1.0
118.0,109.0,1.0
118.0,117.0,1.0
118.0,119.0,1.0
118.0,125.0,1.0
118.0,126.0,1.0
118.0,127.0,1.0
119.0,108.0,1.0
119.0,109.0,1.0
119.0,118.0,1.0
119.0,126.0,1.0
119.0,127.0,1.0
119.0,120.0,1.0
119.0,128.0,1.0
119.0,110.0,1.0
125.0,116.0,1.6
125.0,117.0,1.6
125.0,118.0,1.6
125.0,126.0,1.6
125.0,135.0,1.6
126.0,117.0,1.1428571428571428
126.0,118.0,1.1428571428571428
126.0,119.0,1.1428571428571428
126.0,125.0,1.1428571428571428
126.0,127.0,1.1428571428571428
126.0,135.0,1.1428571428571428
126.0,136.0,1.1428571428571428
127.0,118.0,1.0
127.0,119.0,1.0
127.0,126.0,1.0
127.0,135.0,1.0
127.0,136.0,1.0
127.0,120.0,1.0
127.0,128.0,1.0
127.0,137.0,1.0
135.0,125.0,1.6
135.0,126.0,1.6
135.0,127.0,1.6
135.0,136.0,1.6
135.0,144.0,1.6
136.0,126.0,1.1428571428571428
136.0,127.0,1.1428571428571428
136.0,135.0,1.1428571428571428
136.0,144.0,1.1428571428571428
136.0,128.0,1.1428571428571428
136.0,137.0,1.1428571428571428
136.0,145.0,1.1428571428571428
144.0,135.0,2.0
144.0,136.0,2.0
144.0,137.0,2.0
144.0,145.0,2.0
83.0,67.0,1.1428571428571428
83.0,68.0,1.1428571428571428
83.0,66.0,1.1428571428571428
83.0,82.0,1.1428571428571428
83.0,84.0,1.1428571428571428
83.0,95.0,1.1428571428571428
83.0,94.0,1.1428571428571428
94.0,82.0,1.6
94.0,84.0,1.6
94.0,95.0,1.6
94.0,83.0,1.6
94.0,105.0,1.6
105.0,95.0,1.6
105.0,96.0,1.6
105.0,106.0,1.6
105.0,116.0,1.6
105.0,94.0,1.6
120.0,111.0,1.0
120.0,121.0,1.0
120.0,109.0,1.0
120.0,119.0,1.0
120.0,127.0,1.0
120.0,128.0,1.0
120.0,129.0,1.0
120.0,110.0,1.0
128.0,121.0,1.0
128.0,119.0,1.0
128.0,127.0,1.0
128.0,136.0,1.0
128.0,120.0,1.0
128.0,129.0,1.0
128.0,137.0,1.0
128.0,138.0,1.0
129.0,121.0,1.0
129.0,122.0,1.0
129.0,120.0,1.0
129.0,128.0,1.0
129.0,130.0,1.0
129.0,137.0,1.0
129.0,138.0,1.0
129.0,139.0,1.0
130.0,121.0,1.0
130.0,122.0,1.0
130.0,123.0,1.0
130.0,129.0,1.0
130.0,131.0,1.0
130.0,138.0,1.0
130.0,139.0,1.0
130.0,140.0,1.0
131.0,122.0,1.0
131.0,123.0,1.0
131.0,124.0,1.0
131.0,132.0,1.0
131.0,141.0,1.0
131.0,130.0,1.0
131.0,139.0,1.0
131.0,140.0,1.0
137.0,127.0,1.0
137.0,136.0,1.0
137.0,144.0,1.0
137.0,128.0,1.0
137.0,129.0,1.0
137.0,138.0,1.0
137.0,145.0,1.0
137.0,146.0,1.0
138.0,128.0,1.0
138.0,129.0,1.0
138.0,130.0,1.0
138.0,137.0,1.0
138.0,139.0,1.0
138.0,145.0,1.0
138.0,146.0,1.0
138.0,147.0,1.0
139.0,129.0,1.1428571428571428
139.0,130.0,1.1428571428571428
139.0,131.0,1.1428571428571428
139.0,138.0,1.1428571428571428
139.0,140.0,1.1428571428571428
139.0,146.0,1.1428571428571428
139.0,147.0,1.1428571428571428
140.0,132.0,1.3333333333333333
140.0,141.0,1.3333333333333333
140.0,130.0,1.3333333333333333
140.0,131.0,1.3333333333333333
140.0,139.0,1.3333333333333333
140.0,147.0,1.3333333333333333
145.0,136.0,1.6
145.0,144.0,1.6
145.0,137.0,1.6
145.0,138.0,1.6
145.0,146.0,1.6
146.0,137.0,1.6
146.0,138.0,1.6
146.0,139.0,1.6
146.0,145.0,1.6
146.0,147.0,1.6
147.0,138.0,2.0
147.0,139.0,2.0
147.0,140.0,2.0
147.0,146.0,2.0
41.0,40.0,1.0
41.0,53.0,1.0
41.0,29.0,1.0
41.0,30.0,1.0
41.0,31.0,1.0
41.0,42.0,1.0
41.0,55.0,1.0
41.0,54.0,1.0
37.0,49.0,1.0
37.0,50.0,1.0
37.0,38.0,1.0
37.0,51.0,1.0
37.0,27.0,1.0
37.0,26.0,1.0
37.0,25.0,1.0
37.0,36.0,1.0
55.0,69.0,1.0
55.0,70.0,1.0
55.0,42.0,1.0
55.0,43.0,1.0
55.0,56.0,1.0
55.0,71.0,1.0
55.0,41.0,1.0
55.0,54.0,1.0
0.0,7.0,2.6666666666666665
0.0,1.0,2.6666666666666665
0.0,6.0,2.6666666666666665
1.0,7.0,1.6
1.0,8.0,1.6
1.0,0.0,1.6
1.0,2.0,1.6
1.0,6.0,1.6
2.0,7.0,1.6
2.0,8.0,1.6
2.0,9.0,1.6
2.0,3.0,1.6
2.0,1.0,1.6
6.0,14.0,1.6
6.0,7.0,1.6
6.0,13.0,1.6
6.0,0.0,1.6
6.0,1.0,1.6
73.0,59.0,1.0
73.0,74.0,1.0
73.0,90.0,1.0
73.0,72.0,1.0
73.0,88.0,1.0
73.0,57.0,1.0
73.0,89.0,1.0
73.0,58.0,1.0
89.0,74.0,1.0
89.0,90.0,1.0
89.0,101.0,1.0
89.0,72.0,1.0
89.0,88.0,1.0
89.0,73.0,1.0
89.0,99.0,1.0
89.0,100.0,1.0
99.0,87.0,1.0
99.0,88.0,1.0
99.0,108.0,1.0
99.0,109.0,1.0
99.0,89.0,1.0
99.0,100.0,1.0
99.0,110.0,1.0
99.0,98.0,1.0
100.0,90.0,1.0
100.0,101.0,1.0
100.0,111.0,1.0
100.0,88.0,1.0
100.0,109.0,1.0
100.0,89.0,1.0
100.0,99.0,1.0
100.0,110.0,1.0
110.0,101.0,1.0
110.0,111.0,1.0
110.0,121.0,1.0
110.0,109.0,1.0
110.0,119.0,1.0
110.0,120.0,1.0
110.0,99.0,1.0
110.0,100.0,1.0
26.0,18.0,1.0
26.0,38.0,1.0
26.0,27.0,1.0
26.0,16.0,1.0
26.0,17.0,1.0
26.0,37.0,1.0
26.0,25.0,1.0
26.0,36.0,1.0
33.0,34.0,1.6
33.0,47.0,1.6
33.0,23.0,1.6
33.0,22.0,1.6
33.0,46.0,1.6
46.0,34.0,1.6
46.0,47.0,1.6
46.0,62.0,1.6
46.0,33.0,1.6
46.0,61.0,1.6
61.0,47.0,2.6666666666666665
61.0,62.0,2.6666666666666665
61.0,46.0,2.6666666666666665
97.0,87.0,1.0
97.0,85.0,1.0
97.0,86.0,1.0
97.0,96.0,1.0
97.0,106.0,1.0
97.0,107.0,1.0
97.0,108.0,1.0
97.0,98.0,1.0
98.0,87.0,1.0
98.0,88.0,1.0
98.0,86.0,1.0
98.0,107.0,1.0
98.0,108.0,1.0
98.0,109.0,1.0
98.0,99.0,1.0
98.0,97.0,1.0
25.0,35.0,1.0
25.0,15.0,1.0
25.0,24.0,1.0
25.0,16.0,1.0
25.0,17.0,1.0
25.0,37.0,1.0
25.0,26.0,1.0
25.0,36.0,1.0
36.0,49.0,1.0
36.0,50.0,1.0
36.0,35.0,1.0
36.0,48.0,1.0
36.0,24.0,1.0
36.0,37.0,1.0
36.0,26.0,1.0
36.0,25.0,1.0
54.0,40.0,1.0
54.0,53.0,1.0
54.0,68.0,1.0
54.0,69.0,1.0
54.0,70.0,1.0
54.0,42.0,1.0
54.0,41.0,1.0
54.0,55.0,1.0
58.0,59.0,1.3333333333333333
58.0,74.0,1.3333333333333333
58.0,72.0,1.3333333333333333
58.0,44.0,1.3333333333333333
58.0,57.0,1.3333333333333333
58.0,73.0,1.3333333333333333
