ID,YEAR,MONTH,DAY,DAPR,MDPR,PRCP,SNOW,SNWD
USC00045151,1948,7,1,,,0.0,0.0,0.0
USC00045151,1948,7,10,,,0.0,0.0,0.0
USC00045151,1948,7,11,,,0.0,0.0,0.0
USC00045151,1948,7,12,,,0.0,0.0,0.0
USC00045151,1948,7,13,,,0.0,0.0,0.0
USC00045151,1948,7,14,,,0.0,0.0,0.0
USC00045151,1948,7,15,,,0.0,0.0,0.0
USC00045151,1948,7,16,,,0.0,0.0,0.0
USC00045151,1948,7,17,,,0.0,0.0,0.0
USC00045151,1948,7,18,,,0.0,0.0,0.0
USC00045151,1948,7,19,,,0.0,0.0,0.0
USC00045151,1948,7,2,,,0.0,0.0,0.0
USC00045151,1948,7,20,,,0.0,0.0,0.0
USC00045151,1948,7,21,,,0.0,0.0,0.0
USC00045151,1948,7,22,,,0.0,0.0,0.0
USC00045151,1948,7,23,,,0.0,0.0,0.0
USC00045151,1948,7,24,,,0.0,0.0,0.0
USC00045151,1948,7,25,,,0.0,0.0,0.0
USC00045151,1948,7,26,,,0.0,0.0,0.0
USC00045151,1948,7,27,,,0.0,0.0,0.0
USC00045151,1948,7,28,,,0.0,0.0,0.0
USC00045151,1948,7,29,,,0.0,0.0,0.0
USC00045151,1948,7,3,,,0.0,0.0,0.0
USC00045151,1948,7,30,,,0.0,0.0,0.0
USC00045151,1948,7,31,,,0.0,0.0,0.0
USC00045151,1948,7,4,,,0.0,0.0,0.0
USC00045151,1948,7,5,,,0.0,0.0,0.0
USC00045151,1948,7,6,,,0.0,0.0,0.0
USC00045151,1948,7,7,,,0.0,0.0,0.0
USC00045151,1948,7,8,,,0.0,0.0,0.0
USC00045151,1948,7,9,,,0.0,0.0,0.0
USC00045151,1948,8,1,,,0.0,0.0,0.0
USC00045151,1948,8,10,,,0.0,0.0,0.0
USC00045151,1948,8,11,,,0.0,0.0,0.0
USC00045151,1948,8,12,,,0.0,0.0,0.0
USC00045151,1948,8,13,,,0.0,0.0,0.0
USC00045151,1948,8,14,,,0.0,0.0,0.0
USC00045151,1948,8,15,,,0.0,0.0,0.0
USC00045151,1948,8,16,,,0.0,0.0,0.0
USC00045151,1948,8,17,,,0.0,0.0,0.0
USC00045151,1948,8,18,,,0.0,0.0,0.0
USC00045151,1948,8,19,,,0.0,0.0,0.0
USC00045151,1948,8,2,,,0.0,0.0,0.0
USC00045151,1948,8,20,,,0.0,0.0,0.0
USC00045151,1948,8,21,,,0.0,0.0,0.0
USC00045151,1948,8,22,,,0.0,0.0,0.0
USC00045151,1948,8,23,,,0.0,0.0,0.0
USC00045151,1948,8,24,,,0.0,0.0,0.0
USC00045151,1948,8,25,,,0.0,0.0,0.0
USC00045151,1948,8,26,,,0.0,0.0,0.0
USC00045151,1948,8,27,,,0.0,0.0,0.0
USC00045151,1948,8,28,,,0.0,0.0,0.0
USC00045151,1948,8,29,,,0.0,0.0,0.0
USC00045151,1948,8,3,,,0.0,0.0,0.0
USC00045151,1948,8,30,,,0.0,0.0,0.0
USC00045151,1948,8,31,,,0.0,0.0,0.0
USC00045151,1948,8,4,,,0.0,0.0,0.0
USC00045151,1948,8,5,,,0.0,0.0,0.0
USC00045151,1948,8,6,,,0.0,0.0,0.0
USC00045151,1948,8,7,,,0.0,0.0,0.0
USC00045151,1948,8,8,,,0.0,0.0,0.0
USC00045151,1948,8,9,,,0.0,0.0,0.0
USC00045151,1948,9,1,,,0.0,0.0,0.0
USC00045151,1948,9,10,,,0.0,0.0,0.0
USC00045151,1948,9,11,,,0.0,0.0,0.0
USC00045151,1948,9,12,,,0.0,0.0,0.0
USC00045151,1948,9,13,,,0.0,0.0,0.0
USC00045151,1948,9,14,,,0.0,0.0,0.0
USC00045151,1948,9,15,,,0.0,0.0,0.0
USC00045151,1948,9,16,,,0.0,0.0,0.0
USC00045151,1948,9,17,,,0.0,0.0,0.0
USC00045151,1948,9,18,,,0.0,0.0,0.0
USC00045151,1948,9,19,,,0.0,0.0,0.0
USC00045151,1948,9,2,,,0.0,0.0,0.0
USC00045151,1948,9,20,,,0.0,0.0,0.0
USC00045151,1948,9,21,,,0.0,0.0,0.0
USC00045151,1948,9,22,,,0.0,0.0,0.0
USC00045151,1948,9,23,,,0.0,0.0,0.0
USC00045151,1948,9,24,,,0.0,0.0,0.0
USC00045151,1948,9,25,,,0.0,0.0,0.0
USC00045151,1948,9,26,,,0.0,0.0,0.0
USC00045151,1948,9,27,,,0.0,0.0,0.0
USC00045151,1948,9,28,,,0.0,0.0,0.0
USC00045151,1948,9,29,,,0.0,0.0,0.0
USC00045151,1948,9,3,,,0.0,0.0,0.0
USC00045151,1948,9,30,,,0.0,0.0,0.0
USC00045151,1948,9,31,,,-9999.0,-9999.0,-9999.0
USC00045151,1948,9,4,,,0.0,0.0,0.0
USC00045151,1948,9,5,,,0.0,0.0,0.0
USC00045151,1948,9,6,,,0.0,0.0,0.0
USC00045151,1948,9,7,,,0.0,0.0,0.0
USC00045151,1948,9,8,,,0.0,0.0,0.0
USC00045151,1948,9,9,,,0.0,0.0,0.0
USC00045151,1948,10,1,,,0.0,0.0,0.0
USC00045151,1948,10,10,,,0.0,0.0,0.0
USC00045151,1948,10,11,,,5.0,0.0,0.0
USC00045151,1948,10,12,,,0.0,0.0,0.0
USC00045151,1948,10,13,,,0.0,0.0,0.0
USC00045151,1948,10,14,,,0.0,0.0,0.0
USC00045151,1948,10,15,,,0.0,0.0,0.0
USC00045151,1948,10,16,,,0.0,0.0,0.0
USC00045151,1948,10,17,,,0.0,0.0,0.0
USC00045151,1948,10,18,,,0.0,0.0,0.0
USC00045151,1948,10,19,,,0.0,0.0,0.0
USC00045151,1948,10,2,,,0.0,0.0,0.0
USC00045151,1948,10,20,,,0.0,0.0,0.0
USC00045151,1948,10,21,,,0.0,0.0,0.0
USC00045151,1948,10,22,,,0.0,0.0,0.0
USC00045151,1948,10,23,,,0.0,0.0,0.0
USC00045151,1948,10,24,,,0.0,0.0,0.0
USC00045151,1948,10,25,,,0.0,0.0,0.0
USC00045151,1948,10,26,,,0.0,0.0,0.0
USC00045151,1948,10,27,,,0.0,0.0,0.0
USC00045151,1948,10,28,,,0.0,0.0,0.0
USC00045151,1948,10,29,,,0.0,0.0,0.0
USC00045151,1948,10,3,,,0.0,0.0,0.0
USC00045151,1948,10,30,,,0.0,0.0,0.0
USC00045151,1948,10,31,,,0.0,0.0,0.0
USC00045151,1948,10,4,,,0.0,0.0,0.0
USC00045151,1948,10,5,,,0.0,0.0,0.0
USC00045151,1948,10,6,,,0.0,0.0,0.0
USC00045151,1948,10,7,,,0.0,0.0,0.0
USC00045151,1948,10,8,,,0.0,0.0,0.0
USC00045151,1948,10,9,,,0.0,0.0,0.0
USC00045151,1948,11,1,,,0.0,,
USC00045151,1948,11,10,,,0.0,,
USC00045151,1948,11,11,,,0.0,,
USC00045151,1948,11,12,,,0.0,,
USC00045151,1948,11,13,,,0.0,,
USC00045151,1948,11,14,,,0.0,,
USC00045151,1948,11,15,,,0.0,,
USC00045151,1948,11,16,,,0.0,,
USC00045151,1948,11,17,,,0.0,,
USC00045151,1948,11,18,,,0.0,,
USC00045151,1948,11,19,,,0.0,,
USC00045151,1948,11,2,,,0.0,,
USC00045151,1948,11,20,,,0.0,,
USC00045151,1948,11,21,,,0.0,,
USC00045151,1948,11,22,,,0.0,,
USC00045151,1948,11,23,,,0.0,,
USC00045151,1948,11,24,,,0.0,,
USC00045151,1948,11,25,,,0.0,,
USC00045151,1948,11,26,,,0.0,,
USC00045151,1948,11,27,,,0.0,,
USC00045151,1948,11,28,,,0.0,,
USC00045151,1948,11,29,,,0.0,,
USC00045151,1948,11,3,,,0.0,,
USC00045151,1948,11,30,,,0.0,,
USC00045151,1948,11,31,,,-9999.0,,
USC00045151,1948,11,4,,,0.0,,
USC00045151,1948,11,5,,,0.0,,
USC00045151,1948,11,6,,,0.0,,
USC00045151,1948,11,7,,,0.0,,
USC00045151,1948,11,8,,,0.0,,
USC00045151,1948,11,9,,,0.0,,
USC00045151,1948,12,1,,,-9999.0,,
USC00045151,1948,12,10,,,0.0,,
USC00045151,1948,12,11,,,0.0,,
USC00045151,1948,12,12,,,0.0,,
USC00045151,1948,12,13,,,10.0,,
USC00045151,1948,12,14,,,3.0,,
USC00045151,1948,12,15,,,0.0,,
USC00045151,1948,12,16,,,23.0,,
USC00045151,1948,12,17,,,0.0,,
USC00045151,1948,12,18,,,0.0,,
USC00045151,1948,12,19,,,0.0,,
USC00045151,1948,12,2,,,-9999.0,,
USC00045151,1948,12,20,,,0.0,,
USC00045151,1948,12,21,,,0.0,,
USC00045151,1948,12,22,,,0.0,,
USC00045151,1948,12,23,,,0.0,,
USC00045151,1948,12,24,,,0.0,,
USC00045151,1948,12,25,,,0.0,,
USC00045151,1948,12,26,,,61.0,,
USC00045151,1948,12,27,,,58.0,,
USC00045151,1948,12,28,,,0.0,,
USC00045151,1948,12,29,,,0.0,,
USC00045151,1948,12,3,,,-9999.0,,
USC00045151,1948,12,30,,,0.0,,
USC00045151,1948,12,31,,,0.0,,
USC00045151,1948,12,4,,,-9999.0,,
USC00045151,1948,12,5,,,0.0,,
USC00045151,1948,12,6,,,0.0,,
USC00045151,1948,12,7,,,0.0,,
USC00045151,1948,12,8,,,0.0,,
USC00045151,1948,12,9,,,0.0,,
USC00045151,1949,1,1,,,0.0,,
USC00045151,1949,1,10,,,0.0,,
USC00045151,1949,1,11,,,0.0,,
USC00045151,1949,1,12,,,0.0,,
USC00045151,1949,1,13,,,0.0,,
USC00045151,1949,1,14,,,0.0,,
USC00045151,1949,1,15,,,0.0,,
USC00045151,1949,1,16,,,0.0,,
USC00045151,1949,1,17,,,0.0,,
USC00045151,1949,1,18,,,0.0,,
USC00045151,1949,1,19,,,41.0,,
USC00045151,1949,1,2,,,0.0,,
USC00045151,1949,1,20,,,0.0,,
USC00045151,1949,1,21,,,0.0,,
USC00045151,1949,1,22,,,18.0,,
USC00045151,1949,1,23,,,0.0,,
USC00045151,1949,1,24,,,0.0,,
USC00045151,1949,1,25,,,0.0,,
USC00045151,1949,1,26,,,0.0,,
USC00045151,1949,1,27,,,0.0,,
USC00045151,1949,1,28,,,0.0,,
USC00045151,1949,1,29,,,0.0,,
USC00045151,1949,1,3,,,0.0,,
USC00045151,1949,1,30,,,0.0,,
USC00045151,1949,1,31,,,0.0,,
USC00045151,1949,1,4,,,0.0,,
USC00045151,1949,1,5,,,0.0,,
USC00045151,1949,1,6,,,0.0,,
USC00045151,1949,1,7,,,0.0,,
USC00045151,1949,1,8,,,0.0,,
USC00045151,1949,1,9,,,0.0,,
USC00045151,1949,2,1,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,10,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,11,-9999.0,-9999.0,23.0,,
USC00045151,1949,2,12,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,13,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,14,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,15,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,16,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,17,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,18,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,19,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,2,-9999.0,-9999.0,-9999.0,,
USC00045151,1949,2,20,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,21,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,22,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,23,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,24,-9999.0,-9999.0,97.0,,
USC00045151,1949,2,25,-9999.0,-9999.0,10.0,,
USC00045151,1949,2,26,-9999.0,-9999.0,81.0,,
USC00045151,1949,2,27,-9999.0,-9999.0,8.0,,
USC00045151,1949,2,28,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,29,-9999.0,-9999.0,-9999.0,,
USC00045151,1949,2,3,2.0,25.0,-9999.0,,
USC00045151,1949,2,30,-9999.0,-9999.0,-9999.0,,
USC00045151,1949,2,31,-9999.0,-9999.0,-9999.0,,
USC00045151,1949,2,4,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,5,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,6,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,7,-9999.0,-9999.0,30.0,,
USC00045151,1949,2,8,-9999.0,-9999.0,0.0,,
USC00045151,1949,2,9,-9999.0,-9999.0,0.0,,
USC00045151,1949,3,1,,,0.0,,
USC00045151,1949,3,10,,,18.0,,
USC00045151,1949,3,11,,,0.0,,
USC00045151,1949,3,12,,,0.0,,
USC00045151,1949,3,13,,,0.0,,
USC00045151,1949,3,14,,,0.0,,
USC00045151,1949,3,15,,,0.0,,
USC00045151,1949,3,16,,,0.0,,
USC00045151,1949,3,17,,,0.0,,
USC00045151,1949,3,18,,,0.0,,
USC00045151,1949,3,19,,,76.0,,
USC00045151,1949,3,2,,,8.0,,
USC00045151,1949,3,20,,,0.0,,
USC00045151,1949,3,21,,,0.0,,
USC00045151,1949,3,22,,,0.0,,
USC00045151,1949,3,23,,,43.0,,
USC00045151,1949,3,24,,,0.0,,
USC00045151,1949,3,25,,,0.0,,
USC00045151,1949,3,26,,,0.0,,
USC00045151,1949,3,27,,,0.0,,
USC00045151,1949,3,28,,,0.0,,
USC00045151,1949,3,29,,,0.0,,
USC00045151,1949,3,3,,,25.0,,
USC00045151,1949,3,30,,,0.0,,
USC00045151,1949,3,31,,,0.0,,
USC00045151,1949,3,4,,,89.0,,
USC00045151,1949,3,5,,,0.0,,
USC00045151,1949,3,6,,,0.0,,
USC00045151,1949,3,7,,,0.0,,
USC00045151,1949,3,8,,,0.0,,
USC00045151,1949,3,9,,,0.0,,
USC00045151,1949,4,1,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,10,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,11,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,12,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,13,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,14,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,15,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,16,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,17,-9999.0,-9999.0,94.0,,
USC00045151,1949,4,18,-9999.0,-9999.0,3.0,,
USC00045151,1949,4,19,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,2,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,20,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,21,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,22,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,23,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,24,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,25,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,26,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,27,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,28,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,29,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,3,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,30,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,31,-9999.0,-9999.0,-9999.0,,
USC00045151,1949,4,4,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,5,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,6,-9999.0,-9999.0,0.0,,
USC00045151,1949,4,7,-9999.0,-9999.0,-9999.0,,
USC00045151,1949,4,8,2.0,18.0,-9999.0,,
USC00045151,1949,4,9,-9999.0,-9999.0,0.0,,
USC00045151,1949,5,1,,,0.0,,
USC00045151,1949,5,10,,,0.0,,
USC00045151,1949,5,11,,,0.0,,
USC00045151,1949,5,12,,,0.0,,
USC00045151,1949,5,13,,,-9999.0,,
USC00045151,1949,5,14,,,56.0,,
USC00045151,1949,5,15,,,0.0,,
USC00045151,1949,5,16,,,0.0,,
USC00045151,1949,5,17,,,0.0,,
USC00045151,1949,5,18,,,8.0,,
USC00045151,1949,5,19,,,33.0,,
USC00045151,1949,5,2,,,0.0,,
USC00045151,1949,5,20,,,0.0,,
USC00045151,1949,5,21,,,0.0,,
USC00045151,1949,5,22,,,0.0,,
USC00045151,1949,5,23,,,0.0,,
USC00045151,1949,5,24,,,0.0,,
USC00045151,1949,5,25,,,0.0,,
USC00045151,1949,5,26,,,0.0,,
USC00045151,1949,5,27,,,0.0,,
USC00045151,1949,5,28,,,0.0,,
USC00045151,1949,5,29,,,0.0,,
USC00045151,1949,5,3,,,0.0,,
USC00045151,1949,5,30,,,0.0,,
USC00045151,1949,5,31,,,0.0,,
USC00045151,1949,5,4,,,0.0,,
USC00045151,1949,5,5,,,0.0,,
USC00045151,1949,5,6,,,0.0,,
USC00045151,1949,5,7,,,0.0,,
USC00045151,1949,5,8,,,0.0,,
USC00045151,1949,5,9,,,0.0,,
USC00045151,1949,6,1,,,0.0,,
USC00045151,1949,6,10,,,0.0,,
USC00045151,1949,6,11,,,0.0,,
USC00045151,1949,6,12,,,0.0,,
USC00045151,1949,6,13,,,0.0,,
USC00045151,1949,6,14,,,0.0,,
USC00045151,1949,6,15,,,0.0,,
USC00045151,1949,6,16,,,0.0,,
USC00045151,1949,6,17,,,0.0,,
USC00045151,1949,6,18,,,0.0,,
USC00045151,1949,6,19,,,0.0,,
USC00045151,1949,6,2,,,0.0,,
USC00045151,1949,6,20,,,0.0,,
USC00045151,1949,6,21,,,0.0,,
USC00045151,1949,6,22,,,0.0,,
USC00045151,1949,6,23,,,0.0,,
USC00045151,1949,6,24,,,0.0,,
USC00045151,1949,6,25,,,0.0,,
USC00045151,1949,6,26,,,0.0,,
USC00045151,1949,6,27,,,0.0,,
USC00045151,1949,6,28,,,0.0,,
USC00045151,1949,6,29,,,0.0,,
USC00045151,1949,6,3,,,0.0,,
USC00045151,1949,6,30,,,0.0,,
USC00045151,1949,6,31,,,-9999.0,,
USC00045151,1949,6,4,,,0.0,,
USC00045151,1949,6,5,,,0.0,,
USC00045151,1949,6,6,,,0.0,,
USC00045151,1949,6,7,,,0.0,,
USC00045151,1949,6,8,,,0.0,,
USC00045151,1949,6,9,,,0.0,,
USC00045151,1949,7,1,,,0.0,,
USC00045151,1949,7,10,,,0.0,,
USC00045151,1949,7,11,,,0.0,,
USC00045151,1949,7,12,,,0.0,,
USC00045151,1949,7,13,,,0.0,,
USC00045151,1949,7,14,,,0.0,,
USC00045151,1949,7,15,,,0.0,,
USC00045151,1949,7,16,,,0.0,,
USC00045151,1949,7,17,,,0.0,,
USC00045151,1949,7,18,,,0.0,,
USC00045151,1949,7,19,,,0.0,,
USC00045151,1949,7,2,,,0.0,,
USC00045151,1949,7,20,,,0.0,,
USC00045151,1949,7,21,,,0.0,,
USC00045151,1949,7,22,,,0.0,,
USC00045151,1949,7,23,,,0.0,,
USC00045151,1949,7,24,,,0.0,,
USC00045151,1949,7,25,,,0.0,,
USC00045151,1949,7,26,,,0.0,,
USC00045151,1949,7,27,,,0.0,,
USC00045151,1949,7,28,,,0.0,,
USC00045151,1949,7,29,,,0.0,,
USC00045151,1949,7,3,,,0.0,,
USC00045151,1949,7,30,,,0.0,,
USC00045151,1949,7,31,,,0.0,,
USC00045151,1949,7,4,,,0.0,,
USC00045151,1949,7,5,,,0.0,,
USC00045151,1949,7,6,,,0.0,,
USC00045151,1949,7,7,,,0.0,,
USC00045151,1949,7,8,,,0.0,,
USC00045151,1949,7,9,,,0.0,,
USC00045151,1949,8,1,,,0.0,,
USC00045151,1949,8,10,,,0.0,,
USC00045151,1949,8,11,,,0.0,,
USC00045151,1949,8,12,,,0.0,,
USC00045151,1949,8,13,,,0.0,,
USC00045151,1949,8,14,,,0.0,,
USC00045151,1949,8,15,,,0.0,,
USC00045151,1949,8,16,,,0.0,,
USC00045151,1949,8,17,,,0.0,,
USC00045151,1949,8,18,,,0.0,,
USC00045151,1949,8,19,,,0.0,,
USC00045151,1949,8,2,,,0.0,,
USC00045151,1949,8,20,,,0.0,,
USC00045151,1949,8,21,,,0.0,,
USC00045151,1949,8,22,,,3.0,,
USC00045151,1949,8,23,,,0.0,,
USC00045151,1949,8,24,,,0.0,,
USC00045151,1949,8,25,,,0.0,,
USC00045151,1949,8,26,,,0.0,,
USC00045151,1949,8,27,,,0.0,,
USC00045151,1949,8,28,,,0.0,,
USC00045151,1949,8,29,,,0.0,,
USC00045151,1949,8,3,,,0.0,,
USC00045151,1949,8,30,,,0.0,,
USC00045151,1949,8,31,,,0.0,,
USC00045151,1949,8,4,,,0.0,,
USC00045151,1949,8,5,,,0.0,,
USC00045151,1949,8,6,,,0.0,,
USC00045151,1949,8,7,,,0.0,,
USC00045151,1949,8,8,,,0.0,,
USC00045151,1949,8,9,,,0.0,,
USC00045151,1949,9,1,,,0.0,,
USC00045151,1949,9,10,,,0.0,,
USC00045151,1949,9,11,,,0.0,,
USC00045151,1949,9,12,,,0.0,,
USC00045151,1949,9,13,,,0.0,,
USC00045151,1949,9,14,,,0.0,,
USC00045151,1949,9,15,,,0.0,,
USC00045151,1949,9,16,,,0.0,,
USC00045151,1949,9,17,,,0.0,,
USC00045151,1949,9,18,,,0.0,,
USC00045151,1949,9,19,,,0.0,,
USC00045151,1949,9,2,,,0.0,,
USC00045151,1949,9,20,,,0.0,,
USC00045151,1949,9,21,,,0.0,,
USC00045151,1949,9,22,,,0.0,,
USC00045151,1949,9,23,,,0.0,,
USC00045151,1949,9,24,,,0.0,,
USC00045151,1949,9,25,,,0.0,,
USC00045151,1949,9,26,,,0.0,,
USC00045151,1949,9,27,,,0.0,,
USC00045151,1949,9,28,,,0.0,,
USC00045151,1949,9,29,,,0.0,,
USC00045151,1949,9,3,,,0.0,,
USC00045151,1949,9,30,,,0.0,,
USC00045151,1949,9,31,,,-9999.0,,
USC00045151,1949,9,4,,,0.0,,
USC00045151,1949,9,5,,,0.0,,
USC00045151,1949,9,6,,,0.0,,
USC00045151,1949,9,7,,,0.0,,
USC00045151,1949,9,8,,,0.0,,
USC00045151,1949,9,9,,,0.0,,
USC00045151,1949,10,1,,,0.0,,
USC00045151,1949,10,10,,,0.0,,
USC00045151,1949,10,11,,,0.0,,
USC00045151,1949,10,12,,,0.0,,
USC00045151,1949,10,13,,,0.0,,
USC00045151,1949,10,14,,,0.0,,
USC00045151,1949,10,15,,,0.0,,
USC00045151,1949,10,16,,,0.0,,
USC00045151,1949,10,17,,,0.0,,
USC00045151,1949,10,18,,,0.0,,
USC00045151,1949,10,19,,,0.0,,
USC00045151,1949,10,2,,,0.0,,
USC00045151,1949,10,20,,,0.0,,
USC00045151,1949,10,21,,,0.0,,
USC00045151,1949,10,22,,,0.0,,
USC00045151,1949,10,23,,,0.0,,
USC00045151,1949,10,24,,,0.0,,
USC00045151,1949,10,25,,,0.0,,
USC00045151,1949,10,26,,,0.0,,
USC00045151,1949,10,27,,,0.0,,
USC00045151,1949,10,28,,,0.0,,
USC00045151,1949,10,29,,,0.0,,
USC00045151,1949,10,3,,,0.0,,
USC00045151,1949,10,30,,,0.0,,
USC00045151,1949,10,31,,,0.0,,
USC00045151,1949,10,4,,,0.0,,
USC00045151,1949,10,5,,,0.0,,
USC00045151,1949,10,6,,,0.0,,
USC00045151,1949,10,7,,,0.0,,
USC00045151,1949,10,8,,,0.0,,
USC00045151,1949,10,9,,,0.0,,
USC00045151,1949,11,1,,,0.0,,
USC00045151,1949,11,10,,,46.0,,
USC00045151,1949,11,11,,,0.0,,
USC00045151,1949,11,12,,,0.0,,
USC00045151,1949,11,13,,,0.0,,
USC00045151,1949,11,14,,,0.0,,
USC00045151,1949,11,15,,,0.0,,
USC00045151,1949,11,16,,,0.0,,
USC00045151,1949,11,17,,,0.0,,
USC00045151,1949,11,18,,,0.0,,
USC00045151,1949,11,19,,,0.0,,
USC00045151,1949,11,2,,,0.0,,
USC00045151,1949,11,20,,,0.0,,
USC00045151,1949,11,21,,,0.0,,
USC00045151,1949,11,22,,,0.0,,
USC00045151,1949,11,23,,,0.0,,
USC00045151,1949,11,24,,,0.0,,
USC00045151,1949,11,25,,,0.0,,
USC00045151,1949,11,26,,,0.0,,
USC00045151,1949,11,27,,,0.0,,
USC00045151,1949,11,28,,,0.0,,
USC00045151,1949,11,29,,,0.0,,
USC00045151,1949,11,3,,,0.0,,
USC00045151,1949,11,30,,,0.0,,
USC00045151,1949,11,31,,,-9999.0,,
USC00045151,1949,11,4,,,0.0,,
USC00045151,1949,11,5,,,0.0,,
USC00045151,1949,11,6,,,0.0,,
USC00045151,1949,11,7,,,0.0,,
USC00045151,1949,11,8,,,0.0,,
USC00045151,1949,11,9,,,0.0,,
USC00045151,1949,12,1,,,0.0,,
USC00045151,1949,12,10,,,0.0,,
USC00045151,1949,12,11,,,0.0,,
USC00045151,1949,12,12,,,0.0,,
USC00045151,1949,12,13,,,0.0,,
USC00045151,1949,12,14,,,0.0,,
USC00045151,1949,12,15,,,0.0,,
USC00045151,1949,12,16,,,0.0,,
USC00045151,1949,12,17,,,0.0,,
USC00045151,1949,12,18,,,30.0,,
USC00045151,1949,12,19,,,43.0,,
USC00045151,1949,12,2,,,0.0,,
USC00045151,1949,12,20,,,0.0,,
USC00045151,1949,12,21,,,0.0,,
USC00045151,1949,12,22,,,0.0,,
USC00045151,1949,12,23,,,0.0,,
USC00045151,1949,12,24,,,0.0,,
USC00045151,1949,12,25,,,0.0,,
USC00045151,1949,12,26,,,0.0,,
USC00045151,1949,12,27,,,0.0,,
USC00045151,1949,12,28,,,0.0,,
USC00045151,1949,12,29,,,0.0,,
USC00045151,1949,12,3,,,0.0,,
USC00045151,1949,12,30,,,0.0,,
USC00045151,1949,12,31,,,0.0,,
USC00045151,1949,12,4,,,0.0,,
USC00045151,1949,12,5,,,0.0,,
USC00045151,1949,12,6,,,0.0,,
USC00045151,1949,12,7,,,66.0,,
USC00045151,1949,12,8,,,71.0,,
USC00045151,1949,12,9,,,0.0,,
USC00045151,1950,1,1,,,0.0,,
USC00045151,1950,1,10,,,0.0,,
USC00045151,1950,1,11,,,64.0,,
